年,月,日,今津降水量の合計(mm),南小松降水量の合計(mm),大津降水量の合計(mm),今津1時間降水量の最大(mm),南小松1時間降水量の最大(mm),大津1時間降水量の最大(mm),今津平均風速(m/s),南小松平均風速(m/s),大津平均風速(m/s),今津日照時間(時間),南小松日照時間(時間),大津日照時間(時間),今津最深積雪(cm),今津降雪量合計(cm),今津最大風速(m/s),今津最大風速方角(m/s),今津最大瞬間風速(m/s),今津最大瞬間風速方角(m/s),今津最多風向(16方位),南小松最大風速(m/s),南小松最大風速方角(m/s),南小松最大瞬間風速(m/s),南小松最大瞬間風速方角(m/s),南小松最多風向(16方位),大津最大風速(m/s),大津最大風速方角(m/s),大津最大瞬間風速(m/s),大津最大瞬間風速方角(m/s),大津最多風向(16方位),今津平均気温(℃),今津最高気温(℃),今津最低気温(℃),南小松平均気温(℃),南小松最高気温(℃),南小松最低気温(℃),大津平均気温(℃),大津最高気温(℃),大津最低気温(℃),今津10分間降水量の最大(mm),南小松10分間降水量の最大(mm),大津10分間降水量の最大(mm),遅延フラグ(遅延1)
2016,10,13,0,0,0,0,0,0,2.3,1.8,1.3,5.3,4.5,3.8,0,0,4.7,7,9.2,7,7,4,7,9.8,2,1,2.8,1,6.1,1,4,15.2,19.7,10.7,16.1,19.7,12.7,16.1,20.1,13.4,0,0,0,0
2016,10,14,0,0,0,0,0,0,1.7,0.8,1.3,7.9,6.1,4.4,0,0,3.9,6,6.9,6,6,2.2,2,3.8,3,6,2.2,7,3.6,4,4,14.8,22,10.1,14.7,20.4,10.4,15.2,20,11.5,0,0,0,0
2016,10,15,0,0,0,0,0,0,1.5,0.9,1.6,10.7,10.3,10.3,0,0,2.5,2,3.9,4,6,3,3,3.9,3,6,4.5,7,6.8,0,4,15.2,23.7,8.4,15.5,22.6,9.3,15.9,24,9.5,0,0,0,0
2016,10,16,0.5,0,0,0.5,0,0,2.6,1.6,2,7.6,7.8,7,0,0,6.9,2,10.8,3,3,4.7,4,9.3,4,3,5.8,2,10.3,2,2,18.4,24,11.1,19,23.9,12.5,19.1,24.6,12.7,0.5,0,0,0
2016,10,17,50.5,70.5,31.5,19,19.5,11.5,1.4,1.4,1.5,3,1.5,0.6,0,0,4.6,3,8,2,6,4.4,4,8.8,4,6,4.3,2,7.6,2,1,19.7,23.8,17.1,20.2,23.5,17.5,19.8,23.5,17.5,4.5,6,4.5,0
2016,10,18,0,0,0,0,0,0,1.5,1.6,1.3,7.2,6.2,7.9,0,0,3.7,0,8.2,0,6,6.4,7,11.8,7,6,3.8,7,5.2,7,4,20.9,26.8,16.4,20.7,26,17.3,20.7,27.1,16.7,0,0,0,0
2016,10,19,0,0,0,0,0,0,1.2,0.7,1.1,6.9,6.2,4.7,0,0,2.3,3,3.7,4,6,2.3,2,3.6,4,2,3.5,7,4.9,7,7,20.5,26.3,15.1,20.1,24,15.5,20.5,24.7,16.2,0,0,0,0
2016,10,20,0,0,0,0,0,0,2.1,2.1,1.7,4.5,5.6,7.7,0,0,4.8,7,9.4,7,6,4.8,0,13.1,0,2,4.8,7,8.3,7,7,19.9,24.2,16.6,20.6,24.1,18.3,21.2,26.1,17.8,0,0,0,0
2016,10,21,0,0,0,0,0,0,2.6,1.7,1.5,4.3,3.1,3.1,0,0,6.1,6,10.1,6,6,5,6,15.1,0,6,3.8,2,5.9,2,4,15.9,19.8,11.4,17.3,21.4,12.4,16.8,21.5,13.3,0,0,0,0
2016,10,22,0,0,0,0,0,0,1.1,0.6,0.8,1.1,0.6,0.1,0,0,2.3,6,5.3,0,6,1.6,0,2.6,3,6,1.8,7,2.6,6,4,15.2,19.5,9.8,15.5,18.5,11.1,16,19,12.2,0,0,0,0
2016,10,23,0,0,0,0,0,0,2.9,3.1,1.3,2.9,0.5,0.3,0,0,5,7,9.7,0,0,6.3,6,15.1,0,0,3.8,0,7.2,7,7,16.7,21,12.2,17.5,19.7,15,17.3,20.4,12.9,0,0,0,0
2016,10,24,0,0,0,0,0,0,2.8,1.8,1.6,10.3,10,10.1,0,0,6.3,6,12,6,7,5.6,7,11.7,7,4,3.3,7,5.8,7,4,13.9,19.5,7.6,14.6,20.3,8.6,14.2,21.1,9.5,0,0,0,0
2016,10,25,3.5,10,7.5,1.5,3,4,2.3,1.2,1.2,0,0,0,0,0,6.8,2,9.7,2,2,4,6,6.6,6,6,3.3,2,5.4,1,0,12.8,15.9,6.5,14.1,16.8,8,13.9,16.3,8.7,0.5,1,1.5,0
2016,10,26,32.5,8.5,2,29,8.5,1.5,1.3,1.2,1.1,1.9,0.6,1.7,0,0,4.1,7,10.9,0,7,4,7,11,0,7,6.2,6,9.5,6,0,17.8,21.5,15.2,18.4,21.1,15.9,18.8,22.9,15.8,15.5,6,1,0
2016,10,27,0,0,0,0,0,0,2.9,2.7,1.7,9.1,6.4,6.8,0,0,5.8,0,13.4,7,0,5.8,0,14.5,1,7,3.3,0,7.6,1,0,15.9,19.7,10,16,19.5,10,16.4,21.2,11.7,0,0,0,0
2016,10,28,15,14,13.5,5.5,6.5,7,1,0.6,0.7,0,0,0,0,0,3.2,6,6.4,7,6,1.7,6,3.6,2,6,2.6,1,4.3,0,0,14.3,16.9,11,14.7,16.9,11.5,14.9,16.9,11.2,1.5,2.5,2,0
2016,10,29,0.5,1.5,1.5,0.5,1,1,3,3,2.3,2.2,0.2,0.2,0,0,5.9,0,13.5,0,0,6.1,7,16.1,0,2,4.8,7,9.4,7,6,14.6,17.8,9.2,15,18.7,11.4,15.4,18.2,10.5,0.5,0.5,1,0
2016,10,30,0,0,0,0,0,0,2.3,2.3,1.4,8.5,8.5,9.5,0,0,5.2,7,10.6,0,6,6.7,7,17.4,6,6,2.3,7,4.3,4,4,12.5,18.5,7.7,13.5,18,9.5,12.5,18.8,7.2,0,0,0,0
2016,10,31,0,0,0,0,0,0,1.2,0.8,1.1,1.1,1.4,1.7,0,0,2.3,6,3.9,6,6,2.2,2,3.9,2,6,2.6,7,4.7,7,4,11.5,16.9,5.8,12.2,16.3,7.4,12.3,16.1,7.5,0,0,0,0
2016,11,1,3.5,3.5,6,1,1,1.5,1.7,1.6,2.1,0.8,1.1,3.8,0,0,5.4,0,10.8,6,6,3.9,2,12.8,7,0,5.9,6,9.3,6,0,11.3,15.3,6.8,12.2,16.2,9.9,13,17.4,9.8,0.5,0.5,0.5,0
2016,11,2,0,0,0,0,0,0,1.8,1.5,1.4,10.1,9.7,10,0,0,3.3,2,5.5,7,6,4.7,7,14.2,0,2,2.4,6,5.1,0,4,10.1,16.2,5,11.2,16.1,6.4,11.4,18,5.8,0,0,0,0
2016,11,3,1.5,0,0,1,0,0,2,1.6,2.5,4.3,4.7,7.2,0,0,4.5,6,8.6,7,6,4.8,6,10,6,6,6.5,6,12.5,6,6,10.9,14.4,5.8,11.7,15.2,6.8,12,16,7.1,0.5,0,0,0
2016,11,4,0,0,0,0,0,0,1.6,1.1,1.4,7.4,5.2,5.8,0,0,3.7,0,7.8,6,6,3.7,2,7,0,2,3.4,6,5.5,6,6,11.6,17.3,6.7,12.3,16.4,7.9,12.4,17.2,8.3,0,0,0,0
2016,11,5,0,0,0,0,0,0,1.5,0.8,1.5,7.8,7.2,9.8,0,0,2.8,2,4.3,3,6,2.4,2,3.6,3,6,3.5,6,7.1,4,4,10.8,16.4,6,11.3,16.6,6.5,12.4,19.4,6.2,0,0,0,0
2016,11,6,0,0,0,0,0,0,3.2,2.8,2,7.7,4.4,3.4,0,0,8.3,7,15.4,0,7,6.7,0,18.9,2,0,5.1,7,9.9,7,4,12.3,16.5,8.6,12.6,15.1,7.6,11.9,16.3,7,0,0,0,0
2016,11,7,0,0,0,0,0,0,1.6,1.1,1.3,9.7,9.2,9.6,0,0,4,6,8,0,6,3.1,4,5,4,6,2.9,0,5.4,0,4,11,16.7,7.2,11.1,15,5.7,10.8,17.4,5.4,0,0,0,0
2016,11,8,2.5,3,11,2,1.5,4,1.8,2.2,1,0,0,0,0,0,5.7,7,10.6,0,0,9.2,7,17.4,7,7,3.3,0,7.3,0,4,12.9,16.1,9.1,13.4,15.6,9.5,12.3,15.5,9.3,1.5,1,2,0
2016,11,9,3.5,12,1,1,2,0.5,2.7,2.6,2.7,0.4,0,3.2,0,0,5.8,0,14.2,0,0,5.3,0,13.7,0,1,4.9,6,8.9,1,1,7.2,9.1,5.1,7.4,9.6,5.8,8.2,10.3,6.1,0.5,1,0.5,0
2016,11,10,0.5,0,0,0.5,0,0,1.6,1.6,1.2,2.1,1.4,1.5,0,0,3.9,0,7.4,0,6,4.2,1,11.9,1,1,4.1,2,8,1,1,8.9,12.1,5.1,9.5,12,5.9,9.5,13.4,5.8,0.5,0,0,0
2016,11,11,5,6,4,3.5,4,3,1.6,1.1,1.3,3.4,2.2,7.5,0,0,5.5,7,9.9,7,6,4.2,6,7.7,6,6,3.6,6,6.9,5,4,12.5,18.2,9.7,12.5,15.9,10.2,12.6,17.9,9.5,1.5,1,1,0
2016,11,12,0,0,0,0,0,0,2.1,2.2,1.5,8.8,8.1,9.5,0,0,5,6,10.5,7,6,6.4,7,11.4,7,7,2.5,6,5,6,4,12.9,18.6,6.9,13.6,18.3,7.8,12.2,18.4,8,0,0,0,0
2016,11,13,0,0,0,0,0,0,1.3,0.8,1.1,7.9,7.7,6.9,0,0,2.2,6,3.5,6,6,2.4,2,4.1,4,6,2.6,7,4.2,0,4,12.1,19.1,6.6,12.3,16.8,7.5,12.8,18.3,7.8,0,0,0,0
2016,11,14,5.5,13.5,9.5,1.5,4.5,5,1.1,0.9,0.9,0.7,0.3,0.1,0,0,2.5,2,3.7,0,6,2.9,6,5.3,6,6,2.5,0,4.7,0,0,12.9,17.3,9.3,13.8,16.1,10.8,13.6,15.1,11.6,0.5,1.5,1.5,0
2016,11,15,20.5,15,6,11,9,5,1.8,1.7,2,0,0.2,1.2,0,0,5.8,0,11.2,7,0,5.1,0,14.5,0,0,6.3,0,12.3,0,0,13.8,16.8,10.6,14.2,17.2,11,15.2,19.5,11.8,3,4,1,0
2016,11,16,0,0,0,0,0,0,2.5,2.4,2,7.9,7.9,8.3,0,0,5.6,0,11,7,0,5.3,0,17.3,2,0,4.6,7,8.4,7,0,10,13.5,6.2,10.3,13.4,6.5,10.7,14.9,6.8,0,0,0,0
2016,11,17,0,0,0,0,0,0,1.7,1,1.4,3.4,2.1,6.2,0,0,4.5,0,8.6,0,6,3.6,2,9.1,1,4,3.8,6,6.1,6,4,8.6,14.3,4.3,9.1,13.6,4.5,9.8,16.3,4.7,0,0,0,0
2016,11,18,0.5,0,0,0.5,0,0,1.2,0.9,1.3,9,7.3,8.8,0,0,2.2,6,4.1,0,2,2.3,2,3.9,2,6,2.7,7,4.5,0,0,9.9,16.4,2.2,10.2,14.8,3.2,10.6,15.9,3.9,0.5,0,0,0
2016,11,19,8,13,9,4.5,4.5,3.5,1.5,0.6,0.7,0,0,0.3,0,0,5.7,2,8.2,2,2,2.5,6,4.3,6,0,1.8,7,4,2,6,13.9,16.2,11.9,14.3,15.9,12.9,14.5,17.8,12.9,1.5,1.5,1.5,0
2016,11,20,0.5,0.5,0,0.5,0.5,0,0.9,0.9,0.8,0,0,0.2,0,0,2.6,6,4.2,6,6,3.4,0,8.7,0,6,3.4,6,5.5,6,7,14.3,17,12.2,14.5,17.5,11.2,14.9,18.4,12.2,0.5,0.5,0,0
2016,11,21,0,0,0,0,0,0,1,0.8,0.9,0.8,0,0,0,0,4,6,6.4,6,6,2.7,6,6.3,6,6,3,7,5,7,0,13.6,16.7,9.2,14,17.7,9.9,13.9,15.9,10.7,0,0,0,0
2016,11,22,1.5,2,3,1,1,2,2.1,1.5,1.1,5.3,8.6,5.9,0,0,5,6,9.8,6,6,4.8,7,9.7,7,6,3.5,6,6.3,6,6,14.9,18.9,11.1,15.4,19.7,12,15.4,19.3,12,0.5,0.5,1.5,1
2016,11,23,0,0,0,0,0,0,3.4,5.3,2.2,7,8.1,4.1,0,0,9,7,14.6,7,7,12.4,7,23.8,7,7,5.5,7,9.2,0,0,8.5,12.7,6,9.6,15,7.7,10.3,14.7,7,0,0,0,1
2016,11,24,0,0,0,0,0,0,1.3,1.1,1.3,2.3,1.2,1.8,0,0,3.4,6,5.9,6,6,3.5,4,7,7,6,3.6,2,6.7,3,4,7.2,11.4,2.8,7.8,10.8,4,8.1,12.1,5.3,0,0,0,0
2016,11,25,0.5,0,0,0.5,0,0,1.4,0.9,1.6,1.9,2.4,4.8,0,0,2.9,7,5.2,7,6,3.4,7,6.7,6,6,4.4,6,7.4,6,4,6.6,12.5,2.4,7.7,12.9,3.1,8,12.9,3.7,0.5,0,0,0
2016,11,26,7.5,10,12,3.5,3.5,5.5,1.4,0.9,1.5,4.2,5.1,7,0,0,3.5,2,5.6,2,6,3.4,6,7.7,6,6,3.9,2,6.5,2,4,8.4,13.3,2.4,9.5,13.3,3.5,9.1,13.4,3.6,1,1,1,0
2016,11,27,19,23,31,3,5,5,1.2,1.1,0.8,0,0,0,0,0,6.7,7,12.5,7,6,10.7,7,18.8,7,7,4.7,6,8.7,6,6,10.9,12.1,9.7,11.3,13.2,10.5,11.3,12.7,10.4,1,1.5,1,0
2016,11,28,1,1,0,0.5,1,0.5,2.4,2.6,2.7,2.5,0.5,1.9,0,0,6.4,7,13,7,0,10,7,18.5,7,0,5.1,6,9,7,6,9.5,13,4.8,10.1,11.8,7.5,10.7,12.7,8.5,0.5,0.5,0.5,0
2016,11,29,0,5.5,0,0,1.5,0,2.3,1.5,1.8,0.6,0.2,3.2,0,0,5.8,0,11,0,6,3.9,0,12.6,0,1,5.1,6,8.3,6,4,8.2,11.4,6.3,8.2,9.6,7,9,12.2,7.3,0,1,0,0
2016,11,30,0,0,0,0,0,0,1.1,1,1.2,2.9,3.7,4.5,0,0,3.2,7,8.1,7,6,3.1,2,8.6,1,6,3,7,5.4,7,0,7.2,9.8,2.4,8,12.1,2.7,8.4,10.5,4.4,0,0,0,0
2016,12,1,3,2,0.5,1.5,1,0.5,1.5,1.2,1.7,1.9,2.7,2.5,0,0,5.5,6,11.2,7,7,4.3,7,11.2,7,4,4.2,6,8.2,6,6,11.2,14.7,8.8,12.2,15.4,9.3,12.2,15.6,8.4,0.5,0.5,0.5,0
2016,12,2,0.5,2.5,0,0.5,1.5,0,2.1,1.3,2,5.2,5,7.8,0,0,5.2,0,10.8,0,7,4.8,0,12.8,0,0,4.4,7,8,7,6,8.2,12.6,3.1,9,12.7,4.5,9.6,13.4,4.9,0.5,0.5,0,0
2016,12,3,0,0,0,0,0,0,1.5,0.7,1.2,9.2,8.9,9,0,0,2.4,2,4,2,6,2.3,4,3.8,4,6,2.4,6,4.9,4,4,7.7,14.8,2.8,8.8,14.7,3.9,9.2,15.9,4.7,0,0,0,0
2016,12,4,5,6.5,9,3.5,3,3,1.2,0.5,0.9,3.8,0.8,3.1,0,0,2.4,6,3.5,0,6,1.6,2,2.6,2,0,2.4,6,3.5,6,6,9.5,14.2,3.7,9.6,12.9,4.8,9.5,13,4.8,1,1,1,0
2016,12,5,0.5,0.5,0,0.5,0.5,0,1.8,1,1.5,7,6.4,6.5,0,0,4.7,6,8.7,6,6,2.5,2,4.5,6,6,3.6,6,6.7,6,6,11.8,17.3,8.1,12.3,15.8,9,13.1,16.7,10.8,0.5,0.5,0,0
2016,12,6,9,5,0,5,2,0,2.7,2.4,3,0.3,0.5,3.9,0,0,6.8,6,12.6,7,0,6.7,6,13.4,7,1,8.1,6,13.3,6,6,7.7,11.4,4.6,8.9,13.2,6.1,10.1,13.2,6.5,1.5,1,0,0
2016,12,7,0,0,0,0,0,0,1.3,1.6,1.6,4.1,6.8,8.4,0,0,3.4,2,6.4,3,6,5.4,4,8.9,4,4,3.5,5,9.1,6,4,6.2,10.3,2.9,7.6,11.9,3.2,7.2,12,3,0,0,0,0
2016,12,8,3.5,1.5,0,2,1,0,1.5,1.2,1.4,5.8,5,6,0,0,4.9,6,8.9,6,6,3.6,3,8.7,7,6,4.8,6,8.2,6,4,6.6,11.6,2.2,7.3,10.9,3.5,7.9,11.5,4.5,1,0.5,0,0
2016,12,9,11,0.5,0,5,0.5,0,2.1,1.8,2.1,2.9,5,4.5,0,0,5.9,6,13.2,7,6,6.5,6,12.8,7,6,7,6,10.9,6,6,7.5,11.8,2,8.6,13.3,3.9,9.1,14.5,4.3,1.5,0.5,0,0
2016,12,10,12.5,9,0,3,3,0,2.2,2,1.8,1.3,1.2,3.9,0,0,5.8,6,13.3,0,0,5.8,6,12.1,6,1,4.5,0,8.5,0,0,4.5,7.9,0.4,5.6,9.2,1.4,6.5,9.3,1.9,1,1,0,0
2016,12,11,0,2.5,0,0,1.5,0,2,1.6,1.6,1.9,2.1,3.1,0,0,4.6,0,8.9,7,6,4.1,7,10.6,0,0,3.3,1,7.9,0,4,4.1,8.5,0.3,5.1,8.1,2,5.1,9.9,1.6,0,0.5,0,0
2016,12,12,0,0,0,0,0,0,1.2,0.8,1.1,3.7,3.8,4.6,0,0,2.7,6,4.4,6,6,2.5,3,6.5,0,6,2.6,7,3.9,6,4,4,7.5,-0.3,5,7.7,0.3,5.3,8.9,0.6,0,0,0,0
2016,12,13,31.5,35,35.5,3.5,4.5,8,0.9,1,0.8,0,0,0,0,0,2,6,3.4,6,6,8.7,7,16.2,7,6,2.1,1,3.6,0,1,6.9,10.2,4.8,7.5,12.2,5.7,7.5,9.2,5.8,1,1.5,2,0
2016,12,14,8,13.5,1.5,3,3,4.5,4,5,2.2,1.8,2,0.9,0,0,7.7,0,17.1,0,0,9.4,7,20.7,0,0,4.5,1,8.6,0,7,6.7,10.8,2.8,6.9,11.9,2.6,7.4,10.5,3.9,0.5,1,0.5,1
2016,12,15,1.5,2.5,0,0.5,0.5,0,1.5,1.3,1.8,2.3,3.9,4.2,0,0,3.8,7,8.3,7,6,3.3,0,9.9,0,6,4,6,6.8,6,6,3.5,6.6,1.1,3.7,6.9,1.7,4.3,7.5,2,0.5,0.5,0,0
2016,12,16,12,18.5,0.5,3.5,5,0.5,2.3,2.3,2.5,2.4,3.5,3.2,0,0,6,7,11.7,6,6,7.9,0,18.1,0,0,5.8,7,10.7,6,7,1.8,4.7,0.3,3,5.2,0.5,4,6.1,2.4,1,1.5,0.5,0
2016,12,17,2,0,0,1,0,0,1.2,2.1,2.2,1.3,4,4.3,0,0,3.8,6,7.6,6,6,5,6,12.1,6,6,5.2,6,8.4,6,6,4.2,8,0.8,5.8,9.6,0.8,6.6,10.6,1.6,0.5,0,0,0
2016,12,18,0,0,0,0,0,0,1.4,0.9,1.3,5.9,7.3,8.7,0,0,2.8,2,3.9,2,6,2.3,2,3.4,2,0,3.3,6,6.5,6,4,5.9,10.3,2.6,6.1,10.3,2.5,7.6,12.5,2.6,0,0,0,0
2016,12,19,0,0,0,0,0,0,1.4,0.8,1.1,3.4,6.4,7.7,0,0,2.4,6,3.9,2,6,2.4,2,3.8,2,0,2.7,6,4.9,7,4,6,11,2.5,6.5,10.7,2.9,8.1,13.9,3.5,0,0,0,0
2016,12,20,0.5,0.5,0,0.5,0.5,0,1,0.3,0.8,0.8,0,0.4,0,0,2.1,6,3,6,6,1.3,6,2.8,4,6,1.8,3,2.8,3,4,6.6,10.9,3.6,7,9.8,3.8,7.2,9.9,4.6,0.5,0.5,0,0
2016,12,21,0,0,0,0,0,0,0.9,0.9,0.8,0,0,0,0,0,2.1,6,3,5,6,2.8,6,7.6,6,6,2,4,3.3,4,0,6.2,8,3.2,7,11.3,5.7,5.9,7.2,3.8,0,0,0,0
2016,12,22,14.5,21,19.5,5.5,7.5,5,1.7,1.4,1,0.2,0,0.1,0,0,6.3,2,10.3,2,6,3.3,4,7.5,5,6,4.4,6,9.7,6,6,10.7,14.7,3.7,14.1,16.7,10.1,11.9,16.1,5.2,1.5,2,2.5,0
2016,12,23,14,1,6,4,0.5,2.5,3.6,3.5,3,1.5,4.8,1.5,0,0,8.6,6,16.5,6,6,8.2,6,16.6,6,6,6.2,6,11.6,6,6,8.5,13.8,4.8,10.3,14.6,6.4,9.9,16,6,1.5,0.5,1,0
2016,12,24,3,2,1,1,0.5,0.5,2.3,2,1.5,4,3.9,4.9,0,0,4.1,6,7.7,6,6,5.6,7,10.4,6,0,4.4,6,7.4,5,4,5.1,8.7,2.8,6,8,4.4,6.2,10.5,3.8,0.5,0.5,0.5,0
2016,12,25,0,0.5,0,0,0.5,0,1.7,1.2,1.4,7,6.6,6.9,0,0,4.9,6,8.4,6,6,3.7,1,9,0,1,2.6,1,5,1,4,5.7,10.9,1.9,6.3,11.2,2.9,6.1,11.5,3.3,0,0.5,0,0
2016,12,26,0,0,0,0,0,0,1.4,0.6,0.8,0.2,0.9,0.8,0,0,4.8,2,6.9,2,6,1.9,3,2.9,0,6,2.2,6,3.7,7,6,6.6,10.2,1,6.7,10.1,1.6,6.5,9.9,1.7,0,0,0,0
2016,12,27,20.5,41,22,7.5,10.5,8.5,3.1,4,1.8,0.1,0,0.2,0,0,8.6,0,17,0,0,12.6,7,25.8,0,0,5,7,11.7,0,6,8.1,10.7,3,8.4,11.5,3.7,8.8,11.5,4.5,3,3,3,0
2016,12,28,8,4.5,1.5,3.5,1,0.5,2.8,2.5,2.5,1.4,1.4,2.6,0,0,6.2,7,13,6,0,9.8,0,26.2,0,0,8.1,7,15.8,7,6,1.8,4.6,-1.5,2.5,4.6,-0.6,3.1,5.3,0.9,1,0.5,0.5,0
2016,12,29,10.5,0.5,0,3,0.5,0,1.6,1.6,1.6,2.4,2.5,4.4,0,0,7.4,6,13.3,6,6,5.8,7,12.2,6,6,4.3,6,7.9,6,6,2.6,5.6,-1.6,3.8,7,-1,4.1,7.9,-0.2,1,0.5,0,0
2016,12,30,7,7,0,2.5,2,0,1.4,1.1,1.8,1.1,0,4.4,0,0,3.8,0,9,7,6,3.4,2,8.3,1,7,4.9,6,8.9,6,6,3.5,6.9,1.1,3.6,5.3,0.9,4.5,8.1,0.6,1,0.5,0,0
2016,12,31,0,0,0,0,0,0,1.2,0.9,1.1,3.1,5.5,7.4,0,0,3.3,6,5.4,6,6,2.6,2,4.7,6,6,3.4,5,7.1,5,1,4.2,7.7,0.2,4.4,8.2,-0.3,5.1,11,-0.2,0,0,0,0
2017,1,1,0,0,0,0,0,0,1.5,0.9,1.2,4.2,3,5.1,0,0,3.8,2,6.2,2,6,2.9,6,5.6,2,6,3.9,6,6.3,6,4,7.1,10.3,4.8,7.2,10.9,3.6,6.9,12,2.8,0,0,0,0
2017,1,2,0,0,0,0,0,0,1.2,0.9,1.4,4.4,5.6,7.7,0,0,2.6,2,4.1,2,6,2.9,2,4.3,6,6,3.8,6,7.1,5,4,6.3,9.9,3.6,6.5,10.3,2.5,7.1,12.1,1.8,0,0,0,0
2017,1,3,6.5,1,0,3.5,0.5,0,1.5,1.7,1.7,0.2,2.9,1.3,0,0,3.5,0,6.8,0,6,7.3,7,13.6,6,7,4.4,6,8.2,7,4,6.1,8.2,2.9,6.9,10.6,2.6,7.7,11,3.6,1.5,0.5,0,0
2017,1,4,2,0.5,0,1.5,0.5,0,1.9,1.8,1.9,0.4,3.2,3.3,0,0,4.7,0,9.5,0,6,5.1,4,11.9,0,2,4.8,6,8,6,4,5.4,10,1.3,6.4,11.3,1.5,7.3,11.3,2.7,0.5,0.5,0,0
2017,1,5,0.5,0,0,0.5,0,0,3.1,3.3,2.8,1.6,2.6,3.1,0,0,6.1,7,14.2,0,0,6,0,19.3,0,0,6.1,7,11,7,7,5.4,7.5,3.4,5.9,7.7,4.3,6.5,8.8,4.6,0.5,0,0,0
2017,1,6,0,0,0,0,0,0,2.3,2.1,1.4,7.8,7,6.8,0,0,5.8,7,9.8,7,7,4.7,2,11.8,0,1,2.9,1,6.2,0,1,4.2,8.6,-0.6,4.8,8.8,-0.2,5.1,9.7,0.4,0,0,0,0
2017,1,7,0,0,0,0,0,0,1.5,0.7,1.3,8,7.6,7.8,0,0,2.8,3,4.5,3,6,2.4,3,3.6,4,6,3.1,7,4.5,7,4,3.2,9,-2.2,3.1,7.7,-1.9,3.7,8.9,-1.3,0,0,0,0
2017,1,8,15.5,17.5,23,3.5,4,6,1.2,0.7,0.8,0,0,0,0,0,2.5,7,6.2,2,6,2.7,4,5.2,4,6,2.9,2,5.2,2,2,4.5,7.8,1.6,5,6.6,2.3,4.8,6,3,1,1,1.5,0
2017,1,9,15,6,0.5,3.5,2.5,0.5,2.7,2.8,2,2,2.8,2.4,0,0,7.6,7,15,7,6,10.5,6,20.3,0,6,5.6,6,9.8,6,6,7.2,12,4.8,8.3,11.1,5.5,7.9,10.2,5.4,1.5,1,0.5,0
2017,1,10,8,2.5,0,2.5,1.5,0,2.7,1.8,2.6,4.5,5.6,6.7,0,0,7.7,6,14.7,7,6,5.1,6,13.1,6,6,4.5,6,9.7,6,6,6.5,11.6,3.6,7.5,11.7,3.7,8.5,12.2,6.2,1,0.5,0,0
2017,1,11,20,1,0,3,1,0,2.6,1.9,2.9,1.2,2.3,5.9,0,0,6.5,6,10.7,6,6,5.7,6,14,6,6,6.7,6,11.6,6,6,2.9,5.5,0.8,4.6,7.6,2.3,5.5,8.5,3.4,1,0.5,0,0
2017,1,12,2,0,0,1.5,0,0,3.2,2.6,3.1,4.7,5.4,4.6,0,0,7.2,6,11.8,6,6,8.2,6,15.2,6,6,6.5,6,11.5,6,6,3.3,6.7,0.8,4.8,7.6,1.9,5.1,8,1.4,1,0,0,0
2017,1,13,4.5,0.5,0,1.5,0.5,0,4.1,5.4,4.5,3,5.4,6.4,0,0,7.8,6,14.3,6,6,9.7,6,17.3,6,6,7.4,6,12.5,6,6,2.7,6.3,-0.2,4.5,7,1.1,4.8,7.9,2.8,0.5,0.5,0,0
2017,1,14,52.5,14,0,5,2.5,0,4,2.9,6.6,0.1,1.4,5.2,41,41,8.2,7,17.6,6,6,8.1,6,15.6,7,6,11.2,6,17.6,6,6,-0.5,1.4,-2.7,0.1,3.3,-3.2,1.4,4.3,-2.2,1.5,1,0,0
2017,1,15,19.5,19.5,3,2.5,2.5,2,4.9,2.2,3.5,1.9,0.3,2.8,41,6,8,7,18.9,7,7,5.4,7,15.8,6,4,7.2,6,13.1,6,6,0.9,2.8,-2.4,-0.3,2.7,-3.1,-0.2,2.8,-2.7,1.5,1,1,0
2017,1,16,14.5,23.5,9.5,2.5,4.5,3,4.5,2.3,2.9,2,2.3,6.2,42,5,8.5,6,16.1,6,7,6.1,6,18.2,6,6,7.4,6,13,6,6,2.3,4.2,0.2,1.7,3.9,-0.1,1.7,4.2,-0.5,1.5,1.5,1.5,1
2017,1,17,5.5,2.5,1,2.5,1,0.5,1.9,1.9,2.2,2,0.8,3.5,36,0,6.3,7,13.2,7,6,4.5,2,12.4,6,0,6.4,6,9.2,6,6,3.2,6.3,1.1,3.5,5.9,0.6,3.6,7,1.1,1.5,0.5,0.5,0
2017,1,18,0,0,0,0,0,0,1.4,0.6,1.1,8.2,7.4,9.1,28,0,2.6,2,3.8,6,6,2,4,3.5,4,6,2.2,6,4.3,0,3,1.6,5,-3,1.5,5.7,-2.8,3.5,8.9,-1,0,0,0,1
2017,1,19,0,0,0,0,0,0,1.9,1.5,1.2,3.8,0.5,3.3,22,0,4.8,7,10.8,7,6,4,0,11.2,0,1,3,0,6.4,0,4,2.8,6.3,-0.7,3.3,6.1,-1.8,4.2,8.1,0,0,0,0,0
2017,1,20,5.5,6,1.5,3,3.5,1,1.6,1.2,2.2,0.8,0.7,2.2,17,1,10.8,0,20.2,7,6,6.7,6,20.9,6,6,6.8,6,11.9,5,6,0.6,4.1,-4,1.2,4.8,-3.4,2.7,8,-1.6,1,1,0.5,1
